source,destination,distance,road_quality,lane_count,road_type,speed_limit,tolls,foot_traffic,event,vehicle_type,historical_congestion,accident,pothole_reports,predicted_congestion,weight
A,E,4.0,4.35,2,urban,100,0,0.594,vip_movement,suv,0.16,no,8,0.323,7.676
C,B,40.0,1.42,4,highway,60,0,0.991,procession,truck,0.312,no,9,0.632,25.148
D,A,32.0,2.64,2,highway,100,1,0.128,none,suv,0.59,no,7,0.365,19.043
C,D,42.0,3.53,3,urban,100,0,0.014,none,truck,0.026,no,4,0.161,16.927
A,D,23.0,4.79,1,rural,40,1,0.986,none,sedan,0.385,no,10,0.458,18.522
B,D,29.0,1.94,3,highway,80,0,0.521,none,sedan,0.558,no,1,0.432,16.795
B,D,3.0,4.96,1,rural,60,0,0.304,none,bike,0.338,no,8,0.289,7.897
D,C,5.0,4.28,2,rural,80,1,0.793,none,bike,0.963,no,8,0.525,12.515
C,A,18.0,4.46,4,rural,40,2,0.129,none,suv,0.383,no,2,0.212,15.043
D,B,5.0,3.46,2,rural,100,1,0.333,none,suv,0.712,no,7,0.395,10.793
B,C,45.0,2.3,1,rural,60,2,0.81,vip_movement,sedan,0.857,no,5,0.557,27.738
E,C,38.0,2.93,4,urban,100,1,0.706,none,bike,0.541,no,8,0.466,21.865
A,B,34.0,2.75,2,rural,60,0,0.101,none,sedan,0.198,no,5,0.255,17.074
E,A,40.0,3.15,3,highway,60,0,0.216,none,truck,0.519,no,9,0.364,20.528
A,C,52.0,3.31,3,urban,100,0,0.031,procession,bike,0.563,no,7,0.31,22.104
B,E,10.0,4.7,3,highway,80,2,0.601,procession,bike,0.229,no,9,0.341,14.275
D,C,29.0,4.34,4,rural,80,1,0.233,none,sedan,0.446,no,6,0.288,16.929
C,E,4.0,2.93,3,highway,40,1,0.27,procession,bike,0.701,no,6,0.391,12.016
E,D,36.0,2.25,3,rural,100,1,0.521,none,sedan,0.441,no,10,0.47,22.222
B,D,53.0,1.59,3,rural,100,1,0.667,none,bike,0.375,no,1,0.471,26.459
B,C,31.0,1.03,2,urban,40,0,0.385,none,suv,0.154,no,1,0.506,21.422
A,D,54.0,4.68,3,rural,40,1,0.267,procession,sedan,0.949,no,7,0.399,26.655
C,B,33.0,1.02,1,rural,80,2,0.479,none,bike,0.801,no,8,0.727,28.67
A,B,1.0,3.51,2,urban,80,2,0.276,none,sedan,0.388,no,2,0.267,9.794
B,D,19.0,2.03,2,highway,80,0,0.866,none,bike,0.107,yes,7,1.0,30.564
C,A,21.0,3.57,4,highway,100,0,0.284,vip_movement,bike,0.506,no,0,0.27,10.898
C,B,6.0,1.88,4,rural,80,2,0.947,none,sedan,0.141,no,4,0.471,14.967
A,D,52.0,1.09,2,rural,100,2,0.156,vip_movement,bike,0.77,no,0,0.552,30.209
E,C,52.0,2.63,2,highway,60,0,0.902,none,suv,0.059,no,10,0.444,25.444
A,E,16.0,1.19,1,urban,100,0,0.94,none,suv,0.35,no,10,0.695,18.454
E,A,56.0,4.35,2,rural,100,1,0.602,procession,suv,0.455,yes,0,1.0,40.448
B,E,56.0,2.23,4,highway,80,1,0.758,none,truck,0.051,no,4,0.381,26.657
D,E,53.0,2.4,2,urban,40,0,0.291,none,truck,0.391,no,0,0.303,23.014
B,D,3.0,2.26,2,urban,40,1,0.284,procession,bike,0.282,no,1,0.3,10.321
B,C,38.0,3.8,1,urban,60,0,0.511,none,suv,0.596,no,10,0.427,20.485
D,B,54.0,3.96,1,urban,40,0,0.224,none,sedan,0.962,no,5,0.388,24.345
A,D,9.0,1.81,2,urban,40,0,0.137,none,suv,0.52,no,8,0.432,13.381
C,A,40.0,4.93,1,highway,40,0,0.296,vip_movement,sedan,0.552,no,1,0.261,17.822
B,A,28.0,2.57,2,highway,100,1,0.28,procession,suv,0.725,no,2,0.377,17.016
D,E,44.0,2.01,3,rural,100,0,0.025,none,bike,0.761,no,8,0.436,22.15
E,C,5.0,3.96,4,highway,100,1,0.346,none,bike,0.292,no,9,0.319,10.249
A,B,47.0,1.94,2,highway,60,0,0.38,none,bike,0.094,no,1,0.311,21.478
C,D,39.0,2.96,3,highway,60,2,0.13,none,truck,0.115,no,5,0.234,22.232
C,B,47.0,2.67,2,highway,40,0,0.957,procession,bike,0.01,no,4,0.383,22.6
B,A,5.0,1.13,2,urban,40,2,0.135,none,suv,0.254,no,2,0.452,16.844
D,C,52.0,2.11,1,highway,60,1,0.74,none,truck,0.864,yes,8,1.0,43.066
C,E,6.0,1.14,2,rural,80,1,0.479,none,sedan,0.355,no,4,0.557,15.546
E,A,49.0,4.79,2,urban,100,0,0.518,none,suv,0.839,no,10,0.455,22.795
A,B,11.0,3.71,2,rural,60,0,0.02,vip_movement,truck,0.238,yes,4,0.999,26.94
D,B,10.0,3.02,2,highway,80,0,0.878,procession,suv,0.639,no,7,0.506,12.116
C,E,18.0,4.61,2,highway,80,0,0.828,none,bike,0.457,no,5,0.394,12.42
C,D,41.0,4.74,3,highway,60,0,0.317,none,bike,0.278,no,4,0.244,18.09
B,A,34.0,4.02,2,urban,40,0,0.523,none,suv,0.642,no,1,0.343,17.069
E,D,49.0,3.8,2,urban,80,0,0.795,none,suv,0.999,no,9,0.554,24.355
B,D,35.0,1.03,3,urban,100,2,0.86,none,bike,0.402,no,0,0.639,26.228
D,B,32.0,1.61,2,rural,60,0,0.945,procession,bike,0.26,no,8,0.57,21.511
A,C,45.0,1.59,2,rural,60,2,0.028,procession,truck,0.88,no,4,0.473,27.671
E,A,47.0,3.07,2,highway,40,0,0.639,none,bike,0.307,no,3,0.35,21.823
B,A,49.0,3.74,1,highway,100,0,0.085,procession,bike,0.635,no,2,0.271,19.646
B,D,2.0,3.28,1,highway,100,0,0.194,none,sedan,0.126,no,7,0.256,6.582
E,A,33.0,3.49,2,urban,40,0,0.054,vip_movement,sedan,0.665,no,9,0.348,18.618
B,D,16.0,4.51,2,rural,40,0,0.573,none,sedan,0.376,no,9,0.368,13.392
B,D,52.0,4.9,1,rural,40,0,0.038,none,truck,0.901,yes,1,1.0,38.82
C,B,15.0,1.08,3,urban,60,2,0.395,none,sedan,0.892,no,3,0.657,21.793
C,B,24.0,3.16,2,urban,60,0,0.411,procession,bike,0.739,no,7,0.427,15.951
B,C,41.0,3.8,3,highway,60,0,0.896,none,bike,0.668,no,10,0.518,22.295
D,B,22.0,2.21,1,rural,80,0,0.451,none,suv,0.412,no,4,0.393,14.589
A,C,41.0,2.52,1,highway,60,1,0.522,none,bike,0.429,no,7,0.419,23.373
B,A,14.0,2.76,3,highway,40,0,0.092,none,sedan,0.583,no,4,0.32,12.01
A,C,44.0,2.63,2,rural,80,2,0.86,none,truck,0.39,no,8,0.482,26.521
C,B,8.0,1.12,2,rural,40,0,0.78,vip_movement,bike,0.279,no,5,0.62,16.082
C,D,10.0,3.33,3,urban,100,0,0.603,procession,sedan,0.098,no,2,0.28,8.203
A,D,28.0,2.78,1,rural,80,0,0.476,none,suv,0.18,no,5,0.325,15.446
C,E,20.0,4.86,3,urban,40,0,0.48,procession,truck,0.608,no,10,0.4,15.028
C,A,40.0,4.67,2,rural,60,0,0.547,none,bike,0.474,no,8,0.37,19.869
B,D,34.0,2.4,3,highway,100,0,0.889,none,truck,0.587,no,7,0.532,19.496
C,E,8.0,3.37,1,urban,60,0,0.488,none,truck,0.857,no,9,0.478,11.964
B,D,9.0,1.58,2,rural,100,2,0.86,none,truck,0.075,no,10,0.54,17.758
A,D,17.0,1.41,2,urban,80,2,0.575,procession,bike,0.773,no,8,0.634,21.595
B,D,44.0,3.1,2,urban,60,0,0.812,vip_movement,bike,0.984,no,4,0.528,22.397
A,D,7.0,4.22,2,rural,100,0,0.226,vip_movement,suv,0.792,no,4,0.339,7.971
E,C,19.0,3.38,4,urban,100,0,0.485,procession,bike,0.348,no,5,0.335,12.027
E,B,15.0,1.33,1,rural,40,0,0.126,none,bike,0.754,no,4,0.518,16.25
C,B,8.0,3.79,2,urban,40,0,0.77,vip_movement,suv,0.723,no,7,0.474,11.858
E,B,57.0,4.3,4,urban,80,1,0.376,none,truck,0.697,no,10,0.408,27.339
C,D,8.0,2.61,3,rural,60,1,0.328,procession,truck,0.741,no,1,0.377,11.788
D,E,14.0,4.27,1,rural,40,1,0.367,none,truck,0.58,no,7,0.353,14.303
C,B,44.0,2.05,2,rural,100,0,0.578,none,suv,0.126,no,9,0.426,22.197
B,D,18.0,4.17,2,urban,60,0,0.452,none,sedan,0.591,no,6,0.364,12.942
E,A,5.0,1.3,3,highway,40,0,0.927,none,suv,0.233,no,8,0.619,15.129
A,C,36.0,1.47,1,urban,60,2,0.345,vip_movement,bike,0.19,no,9,0.47,26.204
C,D,20.0,3.43,1,urban,100,0,0.287,procession,sedan,0.902,no,6,0.414,13.299
A,B,35.0,1.0,2,rural,40,0,0.694,none,suv,0.02,no,0,0.541,22.887
C,B,32.0,2.98,1,rural,40,1,0.97,vip_movement,sedan,0.863,no,3,0.531,21.181
A,B,44.0,2.77,3,rural,80,0,0.126,none,bike,0.482,no,3,0.296,19.57
A,E,13.0,3.16,1,rural,100,1,0.087,procession,sedan,0.255,no,9,0.285,12.633
D,A,57.0,4.13,2,rural,40,0,0.32,none,suv,0.64,no,4,0.329,24.398
B,A,19.0,3.07,3,highway,40,2,0.996,procession,truck,0.442,no,8,0.498,19.902
E,B,46.0,1.05,1,highway,40,0,0.715,none,truck,0.722,no,2,0.688,27.836
D,C,22.0,2.22,1,highway,80,2,0.309,none,sedan,0.003,no,0,0.242,16.274
D,E,59.0,2.15,1,highway,100,0,0.331,none,truck,0.575,no,9,0.457,26.889
C,E,23.0,1.09,2,highway,80,0,0.408,vip_movement,bike,0.975,no,5,0.695,20.454
E,C,20.0,1.62,2,highway,100,0,0.108,vip_movement,bike,0.124,no,1,0.304,12.829
A,E,32.0,3.7,2,urban,40,0,0.603,none,bike,0.376,yes,3,1.0,33.552
E,B,41.0,1.69,2,rural,100,1,0.803,none,sedan,0.592,no,1,0.526,23.23
A,E,2.0,4.38,2,highway,40,0,0.377,none,suv,0.287,no,0,0.224,5.984
A,C,8.0,1.43,2,urban,100,1,0.507,none,sedan,0.103,no,6,0.462,14.224
A,E,19.0,3.75,3,urban,100,1,0.992,none,bike,0.827,no,1,0.48,14.538
A,E,22.0,4.05,2,rural,80,0,0.462,procession,sedan,0.709,no,0,0.333,12.165
B,A,15.0,4.15,2,highway,80,2,0.334,none,suv,0.194,no,5,0.252,14.224
E,C,37.0,1.99,2,rural,100,2,0.886,none,suv,0.124,no,6,0.463,23.951
C,E,15.0,1.76,2,urban,40,0,0.074,vip_movement,sedan,0.538,no,10,0.449,15.825
D,A,10.0,1.91,1,highway,80,0,0.715,none,sedan,0.412,no,9,0.525,13.665
A,E,8.0,1.52,2,rural,100,0,0.264,none,truck,0.953,no,4,0.546,12.443
B,D,9.0,4.6,2,urban,40,1,0.462,none,bike,0.579,no,4,0.335,11.935
C,A,26.0,3.88,2,urban,80,2,0.235,none,suv,0.674,no,9,0.375,19.636
A,B,31.0,4.87,2,urban,40,0,0.412,none,sedan,0.835,no,2,0.352,16.244
A,E,30.0,2.82,2,urban,80,0,0.559,vip_movement,sedan,0.059,no,3,0.296,15.329
D,B,55.0,2.31,3,urban,60,0,0.458,none,suv,0.432,no,6,0.411,25.477
B,D,55.0,1.3,3,rural,100,1,0.879,none,suv,0.015,no,7,0.557,29.827
C,D,34.0,2.64,1,highway,40,0,0.987,vip_movement,bike,0.685,no,8,0.566,21.356
B,A,20.0,4.14,2,urban,100,0,0.091,none,bike,0.283,no,8,0.252,11.824
B,C,48.0,3.39,1,urban,60,2,0.714,none,bike,0.16,no,9,0.383,26.999
D,C,9.0,2.01,3,highway,60,0,0.678,vip_movement,truck,0.776,no,2,0.51,12.179
E,A,18.0,4.34,2,highway,40,0,0.8,none,suv,0.137,no,6,0.339,13.144
A,D,2.0,1.83,3,highway,40,0,0.068,procession,suv,0.569,no,5,0.396,10.281
A,D,27.0,2.44,2,urban,40,0,0.643,none,suv,0.959,no,1,0.495,17.297
C,B,4.0,3.54,1,rural,80,0,0.981,none,sedan,0.575,no,10,0.524,10.853
A,D,32.0,4.67,1,highway,40,0,0.751,none,suv,0.504,no,6,0.397,17.836
B,E,56.0,4.25,2,highway,80,0,0.257,none,suv,0.899,no,7,0.395,24.33
D,C,2.0,1.26,4,rural,100,0,0.2,none,bike,0.975,yes,0,1.0,25.081
E,B,16.0,4.75,1,rural,40,1,0.332,none,truck,0.097,no,3,0.2,12.451
D,C,57.0,3.01,3,highway,80,0,0.095,none,sedan,0.412,no,8,0.314,24.504
B,D,24.0,3.3,2,rural,80,0,0.614,none,suv,0.776,no,6,0.459,15.507
C,A,39.0,4.36,4,urban,100,0,0.941,vip_movement,suv,0.919,no,3,0.494,18.884
C,E,58.0,2.52,3,urban,100,0,0.217,none,sedan,0.622,no,10,0.427,26.155
E,D,52.0,3.73,4,highway,60,1,0.077,procession,bike,0.226,no,1,0.178,22.42
A,E,31.0,4.63,2,urban,40,1,0.322,procession,bike,0.035,no,7,0.228,18.058
E,B,47.0,4.31,2,highway,60,0,0.376,none,bike,0.779,no,0,0.324,19.998
D,E,24.0,1.77,3,urban,40,0,0.46,none,bike,0.373,no,0,0.393,15.959
A,E,42.0,1.86,2,urban,60,0,0.89,procession,sedan,0.792,no,2,0.571,22.901
B,A,23.0,2.3,4,urban,60,2,0.89,none,sedan,0.714,no,10,0.595,22.525
A,D,17.0,4.66,4,rural,80,0,0.882,none,bike,0.691,no,8,0.48,13.579
C,A,28.0,4.68,4,highway,100,2,0.254,procession,truck,0.5,no,10,0.336,19.33
C,E,51.0,4.39,1,rural,60,0,0.598,vip_movement,truck,0.895,no,7,0.46,23.937
A,D,53.0,3.03,2,urban,100,0,0.731,procession,bike,0.621,no,2,0.423,22.678
C,D,1.0,1.11,2,urban,60,0,0.5,none,sedan,0.899,no,3,0.672,13.641
C,A,40.0,3.88,2,urban,40,0,0.165,none,sedan,0.604,no,2,0.277,18.459
C,A,1.0,1.25,4,rural,100,0,0.59,none,suv,0.512,no,7,0.609,12.276
E,A,35.0,4.17,2,urban,100,0,0.911,none,suv,0.002,no,8,0.359,17.387
A,E,48.0,1.56,1,highway,60,2,0.037,vip_movement,bike,0.279,no,2,0.34,26.907
E,A,57.0,3.78,2,rural,60,0,0.043,none,suv,0.301,no,7,0.245,23.768
B,E,24.0,3.73,2,highway,100,0,0.035,procession,suv,0.364,no,9,0.277,13.613
B,D,3.0,1.28,2,rural,80,2,0.669,none,truck,0.504,no,3,0.576,16.156
D,C,5.0,2.34,2,urban,80,0,0.606,procession,bike,0.368,no,6,0.426,10.098
E,B,50.0,4.49,4,highway,40,0,0.535,none,bike,0.848,no,5,0.416,23.272
E,A,15.0,1.57,2,highway,40,0,0.088,vip_movement,suv,0.601,no,6,0.452,15.401
A,D,58.0,1.49,2,urban,100,0,0.512,vip_movement,truck,0.828,no,3,0.567,27.533
D,E,24.0,4.65,4,rural,80,1,0.453,vip_movement,truck,0.656,no,2,0.328,14.953
A,C,55.0,3.5,1,highway,40,1,0.907,vip_movement,sedan,0.82,no,1,0.47,26.828
C,B,55.0,1.33,1,rural,100,0,0.342,none,bike,0.007,no,5,0.42,25.96
D,E,46.0,2.58,2,urban,40,0,0.439,none,bike,0.774,no,10,0.498,24.72
C,E,50.0,3.4,2,rural,60,0,0.96,none,suv,0.399,no,7,0.459,23.961
E,B,22.0,4.03,3,urban,100,0,0.765,none,sedan,0.944,yes,3,1.0,28.942
B,C,29.0,4.51,2,urban,60,0,0.846,none,suv,0.325,no,9,0.413,17.238
E,D,58.0,4.59,3,rural,100,0,0.16,none,truck,0.651,yes,2,1.0,39.389
E,C,20.0,2.72,2,rural,100,0,0.369,none,sedan,0.992,no,5,0.469,14.036
C,B,28.0,3.65,1,rural,100,0,0.644,none,suv,0.009,no,0,0.24,12.675
E,C,45.0,3.23,1,rural,60,2,0.659,vip_movement,bike,0.738,no,3,0.433,25.477
C,B,32.0,4.58,3,highway,60,0,0.408,none,bike,0.195,no,0,0.208,14.27
E,B,51.0,1.97,1,urban,80,0,0.622,none,bike,0.622,no,7,0.522,25.451
E,B,55.0,3.82,2,highway,100,1,0.116,none,truck,0.348,no,2,0.217,22.883
C,D,9.0,2.62,3,highway,60,0,0.576,none,bike,0.072,no,1,0.292,9.226
A,D,15.0,4.79,2,urban,60,1,0.91,procession,sedan,0.783,no,3,0.452,14.167
D,B,38.0,1.5,3,rural,80,1,0.876,procession,bike,0.957,no,5,0.684,25.576
E,A,15.0,1.87,2,highway,100,0,0.688,procession,bike,0.769,no,9,0.596,15.437
E,A,46.0,4.24,2,urban,80,2,0.235,none,truck,0.705,yes,0,1.0,39.978
B,C,46.0,2.22,2,urban,80,2,0.901,none,bike,0.75,no,7,0.58,28.257
A,E,29.0,4.7,2,rural,40,2,0.592,procession,suv,0.863,no,4,0.416,20.725
D,E,51.0,2.78,1,urban,40,0,0.18,none,sedan,0.256,no,3,0.261,22.313
B,A,7.0,2.81,1,rural,40,1,0.476,vip_movement,bike,0.171,no,8,0.352,13.001
B,A,30.0,4.31,3,urban,40,0,0.286,procession,truck,0.639,no,4,0.318,16.141
C,A,30.0,2.36,2,highway,40,0,0.496,none,sedan,0.324,no,4,0.374,17.659
B,C,42.0,2.5,1,highway,60,0,0.533,procession,suv,0.342,no,8,0.415,21.852
B,C,5.0,4.98,2,urban,80,0,0.923,none,suv,0.414,no,6,0.408,8.784
C,B,17.0,1.68,3,rural,80,2,0.492,none,bike,0.072,no,6,0.411,18.393
B,A,27.0,3.39,2,urban,60,0,0.25,none,suv,0.102,no,6,0.248,14.76
D,E,3.0,3.07,2,rural,40,0,0.488,none,sedan,0.989,no,10,0.526,11.785
B,D,31.0,4.52,3,urban,40,0,0.875,procession,sedan,0.139,no,7,0.361,17.418
C,E,50.0,3.15,2,highway,40,1,0.107,procession,suv,0.552,no,3,0.289,24.071
B,D,25.0,1.05,2,highway,100,0,0.274,none,bike,0.515,no,2,0.557,18.714
C,E,23.0,2.59,2,urban,80,0,0.253,none,suv,0.285,no,8,0.342,14.846
C,B,50.0,2.0,4,highway,80,0,0.612,procession,truck,0.663,yes,9,1.0,40.294
D,B,43.0,2.81,3,rural,100,2,0.333,none,bike,0.377,yes,0,1.0,39.182
D,B,49.0,2.81,1,highway,80,1,0.655,procession,truck,0.368,no,3,0.377,23.853
B,A,2.0,1.41,2,rural,100,2,0.529,vip_movement,bike,0.24,no,2,0.458,13.624
D,E,53.0,3.57,2,highway,40,0,0.554,vip_movement,sedan,0.486,no,2,0.34,23.099
D,A,50.0,3.18,2,rural,100,2,0.999,none,bike,0.748,no,6,0.535,27.624
A,B,52.0,2.43,1,highway,40,0,0.779,none,bike,0.128,no,9,0.436,25.811
A,D,8.0,3.93,1,highway,100,0,0.531,vip_movement,bike,0.105,no,2,0.249,7.065
C,B,44.0,4.66,2,rural,100,2,0.204,procession,suv,0.314,no,6,0.249,22.466
C,B,11.0,4.78,4,highway,80,0,0.765,vip_movement,bike,0.089,no,5,0.304,9.39
B,C,48.0,1.41,3,rural,40,0,0.814,none,sedan,0.928,no,0,0.633,26.287
E,C,19.0,1.49,2,rural,100,0,0.586,none,truck,0.421,no,10,0.569,17.237
A,E,30.0,2.13,1,urban,80,1,0.528,none,sedan,0.893,no,9,0.562,21.77
E,B,34.0,2.49,1,highway,60,0,0.227,procession,sedan,0.573,no,5,0.37,18.409
A,E,52.0,2.82,2,highway,100,0,0.884,none,suv,0.994,no,8,0.597,25.444
E,A,3.0,4.17,1,highway,80,0,0.987,none,suv,0.231,no,0,0.34,6.495
B,A,32.0,1.63,2,urban,40,1,0.365,procession,sedan,0.994,no,3,0.547,22.742
C,B,56.0,1.85,2,urban,100,0,0.308,none,sedan,0.139,no,8,0.386,25.47
D,B,5.0,1.2,2,rural,60,1,0.741,none,truck,0.714,yes,6,1.0,30.358
C,B,53.0,2.71,2,rural,40,2,0.411,none,suv,0.224,no,3,0.305,27.39
B,D,36.0,4.03,2,urban,40,0,0.842,none,suv,0.136,no,9,0.385,19.689
E,D,24.0,4.64,2,rural,40,0,0.768,none,bike,0.351,no,8,0.39,15.781
A,E,18.0,4.48,1,urban,100,2,0.293,none,truck,0.003,no,6,0.208,14.301
B,D,13.0,2.67,1,rural,60,2,0.275,none,sedan,0.879,no,8,0.461,17.483
D,B,15.0,3.85,2,urban,80,2,0.227,none,suv,0.801,no,0,0.309,13.894
B,D,44.0,2.89,2,rural,60,1,0.026,procession,suv,0.225,no,0,0.189,20.319
D,B,22.0,3.96,4,highway,100,1,0.853,vip_movement,suv,0.732,no,4,0.458,15.744
B,E,5.0,2.72,3,urban,100,1,0.125,none,truck,0.592,no,2,0.311,9.344
E,B,36.0,4.48,2,rural,40,0,0.533,none,bike,0.632,no,9,0.412,19.838
A,C,4.0,1.57,2,rural,40,1,0.701,none,suv,0.032,no,8,0.482,14.816
A,E,21.0,1.54,2,rural,100,2,0.5,none,sedan,0.002,no,5,0.41,19.138
E,A,4.0,3.56,2,rural,100,2,0.4,vip_movement,suv,0.385,no,7,0.339,11.9
D,B,40.0,4.68,4,rural,40,0,0.107,vip_movement,truck,0.259,no,10,0.259,19.653
C,B,11.0,4.31,1,highway,60,0,0.635,vip_movement,truck,0.995,yes,6,1.0,27.16
E,B,16.0,1.74,2,highway,40,1,0.272,none,truck,0.738,no,5,0.482,17.498
C,E,8.0,4.01,2,highway,100,1,0.697,none,suv,0.372,no,3,0.343,10.181
C,D,42.0,4.22,1,urban,80,2,0.926,none,sedan,0.101,no,0,0.3,21.788
A,C,14.0,3.03,2,urban,40,1,0.181,vip_movement,truck,0.162,no,1,0.211,12.157
C,E,25.0,3.91,1,highway,100,0,0.076,vip_movement,bike,0.427,no,2,0.223,11.911
A,E,37.0,1.94,2,rural,40,1,0.966,none,suv,0.238,no,6,0.507,23.946
D,E,28.0,1.32,3,urban,100,0,0.523,none,truck,0.53,no,5,0.564,19.337
C,B,27.0,4.99,1,urban,60,0,0.847,none,truck,0.291,no,5,0.358,15.18
C,B,54.0,3.76,2,urban,100,1,0.039,procession,truck,0.97,no,10,0.408,26.111
E,A,33.0,3.82,2,urban,100,0,0.159,none,sedan,0.541,no,0,0.245,14.159
A,D,27.0,3.61,1,highway,40,1,0.275,procession,suv,0.367,no,0,0.239,15.881
D,E,6.0,2.6,2,urban,40,1,0.451,none,bike,0.607,no,6,0.425,13.172
E,C,1.0,3.76,2,highway,40,0,0.649,none,suv,0.856,no,1,0.418,8.006
E,B,1.0,1.88,1,urban,60,0,0.528,procession,suv,0.458,no,1,0.42,8.857
E,D,22.0,4.16,1,urban,60,0,0.466,none,truck,0.139,no,1,0.227,11.773
C,B,49.0,2.83,2,urban,80,1,0.376,vip_movement,sedan,0.244,no,0,0.265,22.12
D,E,48.0,1.98,2,urban,60,0,0.73,vip_movement,truck,0.959,no,1,0.55,24.119
E,C,17.0,2.88,2,highway,40,0,0.105,procession,bike,0.29,no,1,0.228,11.32
A,E,51.0,3.13,2,urban,100,0,0.984,vip_movement,bike,0.697,no,8,0.544,24.436
D,B,58.0,4.95,2,urban,40,0,0.541,vip_movement,sedan,0.081,no,0,0.205,22.463
E,C,56.0,4.78,2,rural,100,2,0.095,none,suv,0.774,no,0,0.257,24.921
E,C,56.0,3.19,3,highway,60,0,0.753,procession,truck,0.044,no,4,0.325,23.913
E,C,35.0,2.62,4,urban,60,0,0.77,none,truck,0.446,no,3,0.426,18.768
B,C,42.0,1.06,3,highway,80,0,0.851,none,truck,0.201,no,1,0.597,24.482
C,D,9.0,3.55,3,urban,60,0,0.882,none,suv,0.661,no,10,0.521,12.824
B,A,44.0,2.4,3,highway,80,0,0.38,procession,suv,0.945,no,9,0.522,23.297
C,E,53.0,2.19,4,highway,100,0,0.952,vip_movement,suv,0.527,no,0,0.478,23.467
C,E,48.0,4.78,2,rural,100,2,0.708,vip_movement,sedan,0.413,no,5,0.358,24.523
B,D,55.0,4.84,1,urban,40,2,0.848,none,truck,0.565,no,6,0.425,28.986
A,E,57.0,1.49,2,highway,60,2,0.71,procession,bike,0.896,no,4,0.629,33.039
D,E,51.0,1.41,2,rural,60,0,0.223,vip_movement,suv,0.677,no,4,0.505,26.204
E,A,31.0,4.54,4,highway,60,1,0.01,none,truck,0.643,no,8,0.299,18.486
B,A,7.0,3.56,2,highway,100,0,0.525,procession,truck,0.595,no,7,0.406,9.47
A,E,2.0,3.3,2,highway,60,0,0.114,none,truck,0.662,no,1,0.286,6.675
C,D,39.0,4.26,2,highway,80,1,0.466,none,suv,0.779,no,1,0.353,19.603
A,B,6.0,4.98,4,highway,80,1,0.085,none,truck,0.189,no,9,0.225,9.856
E,D,16.0,4.38,3,urban,100,0,0.352,procession,bike,0.829,no,7,0.398,11.818
A,E,57.0,3.76,4,rural,80,0,0.973,none,bike,0.041,no,4,0.349,23.723
C,E,25.0,3.11,2,highway,100,0,0.992,vip_movement,truck,0.413,no,10,0.51,16.704
A,B,17.0,2.12,4,rural,100,0,0.32,procession,truck,0.571,no,5,0.417,13.136
A,B,48.0,4.63,2,highway,80,0,0.99,none,suv,0.733,no,2,0.451,21.389
E,A,9.0,3.91,2,rural,80,0,0.837,none,sedan,0.114,no,3,0.323,8.805
A,E,32.0,3.3,1,rural,60,1,0.967,none,truck,0.69,no,2,0.473,19.744
C,D,44.0,1.74,2,urban,80,1,0.755,procession,sedan,0.753,no,9,0.622,27.096
C,B,33.0,1.51,4,rural,80,0,0.051,none,sedan,0.841,no,8,0.524,21.052
D,B,14.0,2.68,2,urban,100,0,0.505,none,sedan,0.388,no,6,0.388,11.65
A,D,58.0,1.22,1,highway,100,2,0.845,vip_movement,truck,0.64,no,1,0.635,32.55
C,D,39.0,2.56,2,highway,100,1,0.344,procession,truck,0.626,no,6,0.41,21.452
E,B,41.0,1.63,3,rural,40,2,0.437,none,bike,0.149,no,7,0.433,27.11
D,A,25.0,3.83,2,urban,40,0,0.848,procession,suv,0.442,no,0,0.362,14.427
D,E,46.0,1.16,3,urban,60,1,0.536,vip_movement,truck,0.195,no,5,0.54,28.0
C,E,48.0,2.95,3,rural,80,2,0.948,none,suv,0.212,no,7,0.438,26.877
C,E,25.0,1.34,2,highway,60,1,0.517,none,sedan,0.076,yes,5,1.0,35.734
E,C,49.0,4.57,2,highway,40,0,0.544,none,truck,0.082,no,1,0.223,20.223
A,C,23.0,2.43,2,rural,80,1,0.527,vip_movement,suv,0.696,no,1,0.419,16.354
C,E,27.0,2.67,3,urban,80,0,0.743,vip_movement,bike,0.214,yes,5,1.0,31.976
C,B,36.0,1.47,2,highway,100,0,0.03,procession,suv,0.784,no,7,0.505,21.141
E,B,51.0,4.56,2,rural,100,2,0.693,none,truck,0.205,no,2,0.287,24.171
D,C,27.0,1.79,2,highway,100,2,0.896,none,sedan,0.062,no,9,0.505,22.246
D,B,32.0,3.95,2,urban,40,1,0.332,none,truck,0.597,no,7,0.357,19.834
C,A,48.0,1.88,2,rural,40,0,0.297,none,sedan,0.217,no,4,0.355,23.413
D,A,44.0,4.32,3,highway,100,1,0.988,none,bike,0.478,no,4,0.426,21.916
D,A,58.0,2.78,3,highway,80,2,0.148,procession,suv,0.607,no,2,0.315,27.743
B,E,23.0,3.81,1,highway,40,0,0.527,none,suv,0.562,no,2,0.343,14.041
B,C,11.0,1.01,4,rural,80,0,0.858,vip_movement,bike,0.86,no,10,0.841,19.679
E,C,39.0,3.53,3,rural,80,2,0.614,none,truck,0.588,no,10,0.454,24.651
B,A,38.0,4.92,4,rural,40,2,0.021,vip_movement,truck,0.93,no,6,0.332,22.93
E,D,22.0,2.56,3,urban,60,0,0.034,none,bike,0.06,no,10,0.275,14.805
C,E,3.0,1.64,1,rural,40,0,0.571,procession,suv,0.843,no,4,0.567,12.418
